<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
Overall Index,20100809,16640.90,16694.40,16640.90,16674.40,186772548
Overall Index,20100810,16719.70,16841.50,16719.70,16841.40,206365883
Overall Index,20100811,16916.20,17001.20,16916.20,16995.10,287642494
Overall Index,20100814,16986.90,16990.60,16864.60,16864.60,238704229
Overall Index,20100815,16854.90,16854.90,16695.80,16701.10,140990932
Overall Index,20100816,16692.40,16767.80,16692.40,16766.90,195629606
Overall Index,20100817,16798.90,16911.10,16798.90,16910.80,164308813
Overall Index,20100818,16952.00,17011.90,16952.00,17009.60,208228451
Overall Index,20100821,17048.70,17060.40,16974.60,16974.60,180782413
Overall Index,20100822,16981.00,16984.40,16957.60,16957.60,128467541
Overall Index,20100823,16989.70,17116.70,16989.70,17116.70,166586919
Overall Index,20100824,17136.40,17152.70,17114.90,17152.70,262420041
Overall Index,20100825,17180.30,17238.40,17180.30,17233.10,204370870
Overall Index,20100828,17270.90,17401.00,17270.90,17401.00,359944192
Overall Index,20100829,17442.70,17767.80,17442.70,17767.80,288380554
Overall Index,20100830,17838.00,17944.20,17838.00,17938.00,331446555
Overall Index,20100831,17939.70,17956.30,17936.40,17955.70,773558408
Overall Index,20100904,18044.50,18315.80,18044.50,18315.80,259943797
Overall Index,20100905,18416.40,18638.50,18416.40,18636.10,358195683
Overall Index,20100906,18716.90,18719.90,18648.20,18648.20,275407834
Overall Index,20100907,18678.70,18678.70,18458.90,18458.90,756582268
Overall Index,20100908,18440.40,18440.40,18389.70,18429.60,436068037
Overall Index,20100912,18451.90,18534.50,18451.90,18533.40,131013447
Overall Index,20100913,18569.00,18610.20,18533.70,18533.70,202855124
Overall Index,20100914,18550.80,18550.80,18539.10,18543.10,135499142
Overall Index,20100915,18548.70,18560.00,18529.50,18555.70,137707428
Overall Index,20100918,18577.60,18676.20,18577.60,18657.70,179417543
Overall Index,20100919,18662.70,18662.70,18487.60,18487.60,202994172
Overall Index,20100920,18492.70,18492.70,18303.30,18303.30,181525662
Overall Index,20100921,18292.50,18413.00,18269.50,18413.00,156680239
Overall Index,20100922,18477.40,18548.60,18477.40,18548.60,132004796
Overall Index,20100925,18581.10,18682.20,18581.10,18673.30,162847074
Overall Index,20100926,18684.80,18684.80,18527.80,18527.80,129813292
Overall Index,20100927,18506.30,18506.30,18405.60,18405.60,210951608
Overall Index,20100928,18394.70,18544.20,18394.70,18535.30,213303754
Overall Index,20100929,18563.80,18673.00,18563.80,18671.30,156251932
Overall Index,20101002,18710.90,18800.30,18710.90,18790.40,162936190
Overall Index,20101003,18822.20,18833.70,18762.40,18762.40,187435376
Overall Index,20101005,18763.90,18765.70,18749.80,18749.90,138897449
Overall Index,20101006,18759.10,18884.80,18759.10,18871.80,178844353
Overall Index,20101009,18977.00,19003.40,18937.70,18937.70,181030660
Overall Index,20101010,18943.40,18943.40,18641.90,18642.00,172965340
Overall Index,20101011,18638.40,18638.40,18564.00,18564.00,147923060
Overall Index,20101012,18553.70,18553.70,18282.90,18283.00,169892710
Overall Index,20101013,18257.40,18265.40,17895.70,17902.50,137461925
Overall Index,20101016,17850.60,17973.10,17833.20,17973.10,152942144
Overall Index,20101017,18010.00,18111.20,18010.00,18111.10,104436781
Overall Index,20101018,18144.60,18345.30,18144.60,18343.80,136220094
Overall Index,20101019,18407.00,18418.20,18292.90,18292.90,143578748
Overall Index,20101020,18292.50,18292.50,18229.50,18229.50,80175247
Overall Index,20101023,18236.80,18345.50,18236.80,18324.60,104528143
Overall Index,20101024,18321.10,18321.10,18163.60,18163.70,105045511
Overall Index,20101025,18137.30,18137.30,18035.50,18035.90,105456311
Overall Index,20101026,18038.50,18057.30,18006.10,18006.10,83742824
Overall Index,20101027,18008.20,18008.20,17947.70,17956.40,80783241
Overall Index,20101030,17963.20,18034.90,17963.20,18034.90,96297600
Overall Index,20101031,18053.40,18078.90,18011.00,18011.00,85283569
Overall Index,20101101,18013.80,18014.20,17972.90,17972.90,67588373
Overall Index,20101102,17972.60,17976.40,17958.40,17960.50,75637904
Overall Index,20101103,17959.40,17976.70,17958.70,17976.70,116782598
Overall Index,20101106,17984.30,18090.30,17984.30,18089.80,102635264
Overall Index,20101107,18092.60,18098.10,18015.90,18015.90,126159340
Overall Index,20101108,18010.00,18010.00,17969.50,17969.50,75967796
Overall Index,20101109,17976.90,18038.50,17976.90,18038.50,103498633
Overall Index,20101110,18070.00,18113.50,18070.00,18113.40,91429615
Overall Index,20101113,18118.10,18118.90,18044.30,18044.30,83208785
Overall Index,20101114,18049.80,18055.90,18042.10,18042.10,274935854
Overall Index,20101115,18079.40,18109.90,18035.60,18035.60,91592378
Overall Index,20101116,18033.90,18036.40,18020.10,18021.00,189961237
Overall Index,20101120,18022.00,18073.10,18022.00,18062.50,106277223
Overall Index,20101121,18065.00,18140.90,18065.00,18133.70,156315671
Overall Index,20101122,18133.70,18273.30,18133.70,18257.80,178658821
Overall Index,20101123,18263.50,18263.50,18225.60,18226.60,98046600
Overall Index,20101124,18226.50,18289.20,18226.50,18289.20,98254928
Overall Index,20101127,18300.90,18431.00,18300.90,18427.70,104375710
Overall Index,20101128,18436.50,18463.40,18404.50,18404.50,204267641
Overall Index,20101129,18404.90,18404.90,18284.70,18284.70,343118577
Overall Index,20101130,18281.10,18281.10,18242.60,18242.60,78442221
Overall Index,20101201,18246.80,18280.10,18246.60,18280.00,110829467
Overall Index,20101204,18285.70,18299.00,18285.70,18292.40,98215627
Overall Index,20101205,18296.20,18338.10,18292.90,18319.30,93292287
Overall Index,20101206,18315.50,18318.60,18291.90,18291.90,76759123
Overall Index,20101207,18292.70,18317.30,18291.10,18317.30,132222013
Overall Index,20101208,18323.50,18371.30,18323.50,18371.20,107806050
Overall Index,20101211,18387.70,18468.70,18387.70,18460.30,82165404
Overall Index,20101212,18484.20,18485.30,18443.70,18443.70,78172786
Overall Index,20101213,18445.60,18447.80,18414.70,18414.70,89859832
Overall Index,20101214,18413.90,18415.20,18405.90,18414.30,59056214
Overall Index,20101218,18420.70,18431.10,18366.40,18366.40,105041287
Overall Index,20101219,18377.00,18377.00,18203.40,18203.40,128833693
Overall Index,20101220,18206.60,18249.80,18206.60,18249.70,74208835
Overall Index,20101221,18258.10,18375.50,18258.10,18353.10,99248936
Overall Index,20101222,18352.10,18409.70,18352.10,18398.90,83806136
Overall Index,20101225,18437.40,18585.80,18437.40,18585.80,131291490
Overall Index,20101226,18630.70,18723.10,18630.70,18723.10,156978567
Overall Index,20101227,18746.70,18756.90,18683.30,18689.00,124458618
Overall Index,20101228,18696.70,18773.50,18696.70,18771.40,137384214
Overall Index,20101229,18801.50,18866.70,18801.50,18855.20,213007317
Overall Index,20110101,18885.20,18908.40,18849.10,18849.10,90076715
Overall Index,20110102,18848.60,18899.20,18848.50,18898.10,106213695
Overall Index,20110103,18890.00,19021.00,18890.00,19021.00,214754684
Overall Index,20110104,19019.10,19200.40,19019.10,19200.40,123616822
Overall Index,20110105,19238.10,19361.50,19238.10,19361.50,447734859
Overall Index,20110108,19368.60,19459.80,19368.60,19451.50,177746384
Overall Index,20110109,19451.20,19700.00,19451.20,19699.90,421568151
Overall Index,20110110,19733.50,19822.90,19681.80,19690.90,495911218
Overall Index,20110111,19663.10,19779.90,19647.00,19778.60,206947898
Overall Index,20110112,19785.50,19802.50,19759.10,19759.10,148537241
Overall Index,20110115,19743.80,19765.90,19705.30,19705.30,126315486
Overall Index,20110116,19714.20,19830.60,19714.20,19830.60,166261354
Overall Index,20110117,19881.70,19907.00,19881.70,19904.70,198485692
Overall Index,20110118,19933.30,19942.20,19929.80,19937.90,235589631
Overall Index,20110119,20014.10,20206.60,20014.10,20206.60,282045273
Overall Index,20110122,20206.50,20352.80,20206.50,20352.70,298718150
Overall Index,20110123,20421.10,20421.10,20399.70,20416.00,193496437
Overall Index,20110124,20415.60,20462.90,20415.60,20462.60,162893811
Overall Index,20110126,20462.00,20689.60,20462.00,20684.80,183487574
Overall Index,20110129,20715.30,20938.40,20715.30,20905.90,166481765
Overall Index,20110130,20916.40,20919.30,20876.60,20877.60,131774826
Overall Index,20110131,20880.00,20999.20,20880.00,20997.10,213989502
Overall Index,20110201,21054.70,21349.40,21054.70,21349.40,218114066
Overall Index,20110205,21428.20,21810.80,21428.20,21810.70,310454275
Overall Index,20110206,21908.00,21908.00,21833.10,21840.00,342749972
Overall Index,20110207,21841.80,21964.00,21841.80,21944.40,243592523
Overall Index,20110208,21944.80,21962.20,21867.40,21867.40,150559513
Overall Index,20110209,21867.50,21935.20,21867.50,21929.00,171546808
Overall Index,20110212,21929.80,22013.90,21929.80,22000.50,168269794
Overall Index,20110213,21991.40,22136.50,21991.40,22136.50,155370622
Overall Index,20110214,22134.30,22268.00,22134.30,22260.40,245331963
Overall Index,20110215,22262.80,22324.40,22262.80,22270.40,178695248
Overall Index,20110216,22248.40,22248.40,22167.80,22188.30,176118692
Overall Index,20110219,22198.10,22200.30,22090.30,22090.30,122153446
Overall Index,20110220,22087.20,22087.20,21762.20,21762.20,107562410
Overall Index,20110222,21753.90,21789.30,21721.00,21739.40,189374740
Overall Index,20110223,21754.70,21770.30,21749.50,21749.50,181064082
Overall Index,20110226,21733.10,21874.40,21733.10,21867.90,151061234
Overall Index,20110227,21864.30,21921.40,21864.30,21900.50,145648817
Overall Index,20110228,21888.40,21888.40,21663.30,21663.30,157620419
Overall Index,20110301,21663.10,21663.10,21472.90,21472.90,158401013
Overall Index,20110302,21469.20,21694.00,21469.20,21694.00,125057349
Overall Index,20110305,21687.50,21843.30,21687.50,21843.20,286065107
Overall Index,20110306,21893.60,21949.90,21893.60,21929.30,287112360
Overall Index,20110307,21947.30,21947.50,21886.00,21891.80,445109206
Overall Index,20110308,21888.30,22034.40,21888.30,22033.20,606650889
Overall Index,20110309,22033.00,22114.90,22033.00,22062.60,340443960
Overall Index,20110312,22053.70,22053.70,21895.20,21895.20,263918143
Overall Index,20110313,21893.70,22008.80,21893.70,22008.80,429574529
Overall Index,20110314,22014.10,22237.00,22014.10,22236.90,292547684
Overall Index,20110315,22300.50,22455.70,22300.50,22455.70,295140049
Overall Index,20110316,22459.10,22803.90,22459.10,22803.80,268393144
Overall Index,20110319,22809.20,23294.90,22809.20,23294.90,243913291
Overall Index,20110326,23295.70,23756.60,23295.70,23756.30,117861426
Overall Index,20110327,23853.50,24213.20,23853.50,24199.80,238991735
Overall Index,20110328,24226.60,24287.80,24226.60,24287.80,196893748
Overall Index,20110329,24351.20,24495.90,24351.20,24486.60,208331767
Overall Index,20110330,24495.50,24605.00,24486.00,24486.00,351614115
Overall Index,20110403,24497.80,24590.10,24497.80,24543.60,168166898
Overall Index,20110404,24552.90,25023.30,24552.90,25023.30,365600011
Overall Index,20110405,25034.70,25550.40,25034.70,25550.40,411796754
Overall Index,20110406,25556.00,25885.10,25556.00,25885.10,537444380
Overall Index,20110409,25908.40,26271.90,25908.40,26222.70,810324968
Overall Index,20110410,26227.40,26260.40,26002.60,26002.60,567074007
Overall Index,20110411,26014.50,26252.20,26014.50,26145.20,393088493
Overall Index,20110412,26175.30,26464.30,26175.30,26412.70,389360596
Overall Index,20110413,26491.50,26541.90,26466.50,26541.90,398528065
Overall Index,20110416,26552.30,26756.60,26552.30,26675.90,354163235
Overall Index,20110417,26690.90,26693.50,26446.60,26446.60,221416580
Overall Index,20110418,26469.90,26522.70,26429.20,26429.20,375326970
Overall Index,20110419,26428.00,26451.50,26215.40,26215.40,206662214
Overall Index,20110420,26209.60,26481.50,26209.60,26481.50,244678296
Overall Index,20110423,26508.40,26618.10,26508.40,26610.10,306355776
Overall Index,20110424,26629.00,26641.00,26539.70,26539.70,254846253
Overall Index,20110425,26537.00,26537.00,26259.20,26261.50,170229681
Overall Index,20110426,26259.60,26325.20,26259.60,26273.60,395492905
Overall Index,20110427,26267.20,26267.20,25781.80,25781.80,414291321
Overall Index,20110430,25701.40,25701.40,25321.70,25321.70,270430899
Overall Index,20110501,25189.40,25189.40,24685.30,24685.30,397995023
Overall Index,20110502,24783.10,25050.50,24783.10,25037.70,243449460
Overall Index,20110503,25037.50,25269.70,25037.50,25211.20,381828947
Overall Index,20110504,25209.30,25520.30,25209.30,25520.20,262082207
Overall Index,20110508,25520.00,25557.30,25366.60,25366.60,244553353
Overall Index,20110509,25366.40,25752.80,25366.40,25752.70,225072512
Overall Index,20110510,25753.80,26041.80,25753.80,26041.70,352726500
Overall Index,20110511,26041.70,26100.40,25891.60,26002.80,233927410
Overall Index,20110514,26033.50,26055.00,26033.50,26033.60,150580706
Overall Index,20110515,26071.40,26123.90,25908.50,25908.50,201805026
Overall Index,20110516,25916.00,25919.20,25759.60,25759.70,151706397
Overall Index,20110517,25764.60,25773.40,25731.10,25773.40,120900716
Overall Index,20110518,25773.20,25940.80,25773.20,25940.80,231417667
Overall Index,20110521,26049.70,26158.10,26049.70,26155.60,249629069
Overall Index,20110522,26128.80,26165.30,26039.40,26055.50,211336104
Overall Index,20110523,26055.70,26080.80,26020.50,26059.80,202072310
Overall Index,20110524,26050.40,26074.40,25861.90,25861.90,181125959
Overall Index,20110525,25860.60,25860.60,25290.70,25290.70,162477350
Overall Index,20110528,25309.20,25309.20,25024.00,25043.40,155143135
Overall Index,20110529,24600.60,24600.60,24600.60,24600.60,127365301
Overall Index,20110530,24600.60,24865.30,24600.60,24865.30,239081365
Overall Index,20110531,24865.30,25120.90,24865.30,25120.90,135612630
Overall Index,20110606,25093.40,25301.50,25093.40,25291.80,101693125
Overall Index,20110607,25273.40,25279.90,25120.80,25123.10,108659638
Overall Index,20110608,25123.30,25300.20,25050.60,25286.50,191279179
Overall Index,20110611,25393.60,25434.50,25244.80,25245.10,173157516
Overall Index,20110612,25244.70,25244.70,25121.60,25121.70,231175551
Overall Index,20110613,25163.50,25266.40,25163.50,25237.50,244041825
Overall Index,20110614,25235.50,25249.50,25043.30,25043.30,147389685
Overall Index,20110615,25045.00,25045.00,24854.80,24854.80,128848073
Overall Index,20110618,24855.10,25193.80,24855.10,25187.40,119893783
Overall Index,20110619,25208.90,25249.60,25208.90,25214.10,115784421
Overall Index,20110620,25214.60,25224.10,25120.90,25120.90,118747621
Overall Index,20110621,25130.10,25197.20,25130.10,25181.60,115110446
Overall Index,20110622,25174.70,25180.60,25126.10,25126.10,157281821
Overall Index,20110625,25124.80,25124.80,25023.50,25023.50,90371505
Overall Index,20110626,25022.80,25022.80,24674.90,24674.90,218550835
Overall Index,20110627,24639.30,24639.30,24148.60,24148.60,260424718
Overall Index,20110628,24148.60,24209.40,24137.50,24180.50,131812579
Overall Index,20110629,24181.00,24503.50,24181.00,24503.50,140361870
Overall Index,20110702,24502.90,24745.60,24502.90,24742.20,104189693
Overall Index,20110703,24741.80,24811.40,24741.80,24742.70,110389517
Overall Index,20110704,24755.00,24756.50,24698.30,24698.30,85698149
Overall Index,20110705,24698.00,24869.00,24698.00,24816.60,121610243
Overall Index,20110706,24814.60,24838.40,24801.10,24801.10,126087468
Overall Index,20110709,24799.90,24833.90,24716.90,24716.90,100209323
Overall Index,20110710,24717.80,24730.50,24541.10,24541.10,206685486
Overall Index,20110711,24535.00,24548.20,24503.80,24503.80,279717478
Overall Index,20110712,24506.70,24511.30,24387.10,24387.10,359061080
Overall Index,20110713,24386.60,24392.40,24284.30,24286.70,288230786
Overall Index,20110716,24283.40,24353.00,24283.40,24348.90,144176816
Overall Index,20110718,24354.70,24460.70,24354.70,24460.70,248023707
Overall Index,20110719,24460.20,24527.50,24460.20,24494.60,211693787
Overall Index,20110720,24501.30,24611.20,24501.30,24602.00,93513341
Overall Index,20110723,24612.00,24809.70,24612.00,24809.60,149454860
Overall Index,20110724,24846.90,25182.30,24846.90,25181.70,154135703
Overall Index,20110725,25178.60,25345.80,25178.60,25325.40,241058816
Overall Index,20110726,25355.20,25446.70,25351.90,25434.60,179567691
Overall Index,20110727,25431.70,25508.90,25431.70,25471.80,231724475
Overall Index,20110730,25431.70,25508.90,25297.80,25297.80,92839551
Overall Index,20110731,25294.80,25294.80,25110.80,25110.80,109341121
Overall Index,20110801,25111.80,25270.10,25111.80,25270.00,325647893
Overall Index,20110802,25289.70,25322.10,25284.50,25284.50,131033273
Overall Index,20110803,25285.60,25328.40,25285.60,25316.30,135716840
Overall Index,20110806,25227.40,25227.40,25008.10,25008.10,151352404
Overall Index,20110807,25008.10,25008.10,24923.60,24923.60,110181510
Overall Index,20110808,24961.20,25018.20,24961.20,24970.80,281290498
Overall Index,20110809,24946.10,24946.10,24596.70,24596.70,212693442
Overall Index,20110810,24617.40,24875.80,24617.40,24875.80,198861698
Overall Index,20110813,24896.20,25005.20,24896.20,24997.00,128564510
Overall Index,20110814,25036.10,25125.80,25036.10,25092.80,214173505
Overall Index,20110815,25089.90,25089.90,25059.30,25059.30,193918451
Overall Index,20110816,25096.70,25139.80,25090.50,25090.50,285873689
Overall Index,20110817,25151.60,25242.80,25151.60,25237.60,444063259
Overall Index,20110820,25280.20,25280.60,25214.20,25231.60,194746789
Overall Index,20110821,25227.50,25240.10,25217.00,25217.00,262383915
Overall Index,20110823,25215.50,25389.40,25215.50,25389.30,175663395
Overall Index,20110824,25389.50,25483.90,25389.50,25475.70,378407686
Overall Index,20110827,25475.80,25568.30,25475.80,25555.60,145969656
Overall Index,20110828,25572.50,25576.20,25475.10,25475.10,156589942
Overall Index,20110829,25476.70,25621.70,25465.60,25621.70,265141452
Overall Index,20110830,25647.10,25822.00,25647.10,25822.00,304258388
Overall Index,20110903,25826.60,26083.40,25823.30,26083.40,209144743
Overall Index,20110904,26095.30,26258.10,26095.30,26254.60,362972363
Overall Index,20110905,26255.90,26360.80,26255.90,26360.80,249933176
Overall Index,20110906,26380.70,26714.80,26380.70,26714.70,232457643
Overall Index,20110907,26714.60,26936.30,26714.60,26930.20,471985144
